Title,URL,Publication Date,Section,publication_date
Ukraine’s troops begin a counteroffensive that alters shape of the battle with Russia.,https://www.nytimes.com/2022/03/24/world/europe/ukraine-counteroffensive-russia.html,2022-03-24,World,2022-03-24 21:15:07+00:00
Ukraine’s first lady emerges into the spotlight to condemn Russia’s invasion and plead for help.,https://www.nytimes.com/2022/03/09/world/europe/olena-zelenska-ukraine.html,2022-03-09,World,2022-03-09 12:53:29+00:00
"Defying Russian Missiles and Soviet Censors, Ukrainian Art Goes on Show",https://www.nytimes.com/2022/11/23/arts/design/ukraine-art-exhibition-madrid-eye-of-the-storm.html,2022-11-23,Arts,2022-11-23 16:59:41+00:00
She Posted Online About the War in Ukraine. Then She Faced a Prison Term.,https://www.nytimes.com/2023/03/22/world/europe/russia-ukraine-social-media-crackdown.html,2023-03-22,World,2023-03-22 09:30:10+00:00
"In Ukraine, Devastation Spreads as Russia Regroups for New Offensive",https://www.nytimes.com/2022/08/02/world/europe/ukraine-east-evacuation.html,2022-08-02,World,2022-08-02 23:00:19+00:00
"In Ukraine, a Nuclear Plant Held Hostage",https://www.nytimes.com/2022/08/23/world/europe/ukraine-zaporizhzhia-nuclear-power-plant.html,2022-08-23,World,2022-08-23 09:00:37+00:00
Ukraine War’s Latest Victim? The Fight Against Climate Change.,https://www.nytimes.com/2022/06/26/world/europe/g7-summit-ukraine-war-climate-change.html,2022-06-26,World,2022-06-26 12:13:59+00:00
"As China Rattles Sabers, Taiwan Asks: Are We Ready for War?",https://www.nytimes.com/2022/06/13/world/asia/china-taiwan-ukraine-military.html,2022-06-13,World,2022-06-13 15:35:44+00:00
What is the Wagner Group?,https://www.nytimes.com/2022/03/31/world/europe/wagner-group-russia-ukraine.html,2022-03-31,World,2022-03-31 07:33:08+00:00
The Ukraine War Still Holds Surprises. The Biggest May Be for Putin.,https://www.nytimes.com/2022/06/07/opinion/ukraine-putin.html,2022-06-07,Opinion,2022-06-07 23:17:30+00:00
House Approves $13.6 Billion in Emergency Aid for Ukraine,https://www.nytimes.com/2022/03/09/us/politics/house-emergency-aid-ukraine.html,2022-03-10,U.S.,2022-03-10 00:16:51+00:00
Russia Fires Major Missile Barrage at Ukraine as Combat Intensifies,https://www.nytimes.com/2023/02/10/world/europe/russia-ukraine-missile-wave.html,2023-02-11,World,2023-02-11 00:06:26+00:00
Ukraine War Forces Hungary’s Orban Into Political Contortions,https://www.nytimes.com/2022/02/27/world/europe/ukraine-russia-hungary-orban.html,2022-02-27,World,2022-02-27 21:22:43+00:00
C.I.A. Told Ukraine Last Summer It Should Not Attack Nord Stream Pipelines,https://www.nytimes.com/2023/06/13/us/politics/nord-stream-pipeline-ukraine-cia.html,2023-06-13,U.S.,2023-06-13 18:32:15+00:00
Russia claims to use a hypersonic missile in attack on arms depot in Ukraine.,https://www.nytimes.com/2022/03/19/us/politics/russia-hypersonic-missile-attack-claim.html,2022-03-19,U.S.,2022-03-19 16:23:06+00:00
"‘Donbass’ Review: War in Ukraine, the Prequel",https://www.nytimes.com/2022/04/07/movies/donbass-review.html,2022-04-07,Movies,2022-04-07 16:56:43+00:00
Four killed after explosions in a Russian city near the Ukraine border.,https://www.nytimes.com/2022/07/03/world/europe/belgorod-missile-strikes-deaths.html,2022-07-03,World,2022-07-03 05:14:40+00:00
"What to Know About Novorossiysk, the Russian Port Attacked by Ukraine",https://www.nytimes.com/2023/08/04/world/europe/novorossiysk-attack-russia-black-sea.html,2023-08-04,World,2023-08-04 13:33:02+00:00
Putin Is Losing in Ukraine. But He’s Winning in Russia.,https://www.nytimes.com/2022/04/02/opinion/putin-ukraine-russia.html,2022-04-02,Opinion,2022-04-02 19:00:06+00:00
How Seriously Should We Take Putin’s Nuclear Threat in Ukraine?,https://www.nytimes.com/2022/09/24/opinion/ukraine-war-putin-russia.html,2022-09-24,Opinion,2022-09-24 18:57:58+00:00
Elon Musk Refused to Enable Ukraine Drone Attack on Russian Fleet,https://www.nytimes.com/2023/09/08/world/europe/elon-musk-ukraine-starlink-drones.html,2023-09-08,World,2023-09-08 20:15:35+00:00
Top U.S. General Urges Diplomacy in Ukraine While Biden Advisers Resist,https://www.nytimes.com/2022/11/10/us/politics/biden-ukraine-russia-diplomacy.html,2022-11-11,U.S.,2022-11-11 00:47:36+00:00
Russian Retreat Reveals Signs of an Atrocity in a Ukrainian Village,https://www.nytimes.com/2022/11/29/world/europe/ukraine-russia-pravdyne-grave.html,2022-11-29,World,2022-11-29 05:01:10+00:00
‘They Expected Me to Die on My Own’: Life as a Ukrainian P.O.W.,https://www.nytimes.com/2023/06/20/world/europe/russia-ukraine-pows-abuse.html,2023-06-20,World,2023-06-20 09:00:58+00:00
"With Ukraine Taking Firmer Stance, Peace Talks Grind to a Halt",https://www.nytimes.com/2022/05/17/world/europe/ukraine-russia-peace-talks.html,2022-05-17,World,2022-05-17 15:43:53+00:00
What the Ukraine War Means for the Future of Climate Change,https://www.nytimes.com/2022/03/16/opinion/ukraine-climate-change-russia.html,2022-03-16,Opinion,2022-03-16 22:00:07+00:00
"Moscow Moves to Russify Seized Ukraine Land, Signaling Annexation",https://www.nytimes.com/2022/05/19/world/europe/moscow-russifying-captured-territory.html,2022-05-19,World,2022-05-19 23:14:11+00:00
The Invisible War in Ukraine Being Fought Over Radio Waves,https://www.nytimes.com/2023/11/19/technology/russia-ukraine-electronic-warfare-drone-signals.html,2023-11-19,Technology,2023-11-19 05:01:24+00:00
"Battered and Strained by War, Ukraine’s Economy Adapts to Survive",https://www.nytimes.com/2023/01/06/world/europe/ukraine-economy-russia.html,2023-01-06,World,2023-01-06 08:00:13+00:00
The Russian media dismisses photographic evidence of atrocities in Ukraine as ‘fake.’,https://www.nytimes.com/2022/04/14/world/europe/russian-media-atrocities-fake.html,2022-04-14,World,2022-04-14 17:28:53+00:00
Readers ask: How do Ukrainians see the Western response to the war?,https://www.nytimes.com/2022/05/17/world/europe/ukraine-view-west.html,2022-05-17,World,2022-05-17 10:50:19+00:00
"As the French Open Begins, the War in Ukraine Roils the Locker Room",https://www.nytimes.com/2022/05/23/sports/tennis/french-open-ukraine-russia-wimbledon.html,2022-05-23,Sports,2022-05-23 18:54:18+00:00
The war in Ukraine upended energy markets. What does that mean for the climate?,https://www.nytimes.com/2023/01/16/world/europe/the-war-in-ukraine-upended-energy-markets-what-does-that-mean-for-the-climate.html,2023-01-16,World,2023-01-16 10:47:58+00:00
"Despite Its Barrage of Missiles, Russia Still Loses Ground in Ukraine",https://www.nytimes.com/2022/10/14/world/europe/ukraine-russia-missiles.html,2022-10-14,World,2022-10-14 23:03:38+00:00
"Russia Signals It Will Take More Ukrainian Children, a Crime in Progress",https://www.nytimes.com/2023/03/18/world/europe/putin-arrest-warrant-children.html,2023-03-18,World,2023-03-18 16:35:57+00:00
Ukrainian Writer Victoria Amelina Dies After Kramatorsk Strike,https://www.nytimes.com/2023/07/03/world/europe/ukraine-writer-kramatorsk-victoria-amelina.html,2023-07-03,World,2023-07-03 09:43:57+00:00
"In Southern Ukraine, Signs of Low Russian Morale Amid Retreat",https://www.nytimes.com/2022/10/10/world/europe/ukraine-war-south.html,2022-10-10,World,2022-10-10 10:02:44+00:00
"Watching the War in Ukraine, Taiwanese Draw Lessons in Self-Reliance",https://www.nytimes.com/2022/03/01/world/asia/ukraine-taiwan-china-russia.html,2022-03-01,World,2022-03-01 10:40:17+00:00
"In Ukraine, Christmas lights defy the darkness of war.",https://www.nytimes.com/2022/12/26/world/europe/in-ukraine-christmas-lights-defy-the-darkness-of-war.html,2022-12-26,World,2022-12-26 07:00:19+00:00
"Baltics, in Russia's Shadow, Demand Tougher Stance From West",https://www.nytimes.com/2022/03/07/world/europe/baltics-russia-ukraine-war-blinken.html,2022-03-07,World,2022-03-07 21:10:36+00:00
"Somewhat Guiltily, Ukrainians Miss Matthew Perry",https://www.nytimes.com/2023/11/03/world/europe/ukraine-matthew-perry.html,2023-11-03,World,2023-11-03 04:01:24+00:00
"Finland Moves to Join NATO, Upending Putin’s Ukraine War Aims",https://www.nytimes.com/2022/05/12/world/europe/finland-sweden-nato-russia-war.html,2022-05-12,World,2022-05-12 22:23:36+00:00
Inside the Energy War,https://www.nytimes.com/2022/03/31/briefing/russia-ukraine-war-oil-gas-syria.html,2022-03-31,Briefing,2022-03-31 21:32:09+00:00
"In Russia, Gay People Are Routinely Targeted. That’s Why This Ukrainian Soldier Is Fighting.",https://www.nytimes.com/2022/07/07/opinion/gay-ukrainian-soldier-fights-for-ukraine.html,2022-07-07,Opinion,2022-07-07 09:00:08+00:00
"Emboldened by Ukraine’s Grit, U.S. Wants to See Russia Weakened",https://www.nytimes.com/2022/04/25/world/europe/ukraine-russia-war-us.html,2022-04-25,World,2022-04-25 22:54:22+00:00
Review: Protecting and Defending Ukraine’s Cultural Identity,https://www.nytimes.com/2023/03/19/arts/music/ukrainian-contemporary-music-festival-review.html,2023-03-19,Arts,2023-03-19 18:34:56+00:00
The American Guided Rockets Helping Ukraine Destroy Russian Forces,https://www.nytimes.com/2022/09/09/us/ukraine-weapons-rockets.html,2022-09-09,U.S.,2022-09-09 22:36:14+00:00
Funding Russia’s War,https://www.nytimes.com/2022/03/24/podcasts/funding-russias-war.html,2022-03-24,Podcasts,2022-03-24 12:17:29+00:00
Late Night Casts Doubt on the Russian-Ukrainian Peace Talks,https://www.nytimes.com/2022/03/11/arts/television/late-night-russia-ukraine-peace-talks.html,2022-03-11,Arts,2022-03-11 06:33:07+00:00
What is known about the Iranian-made drones that Russia is using to attack Ukraine.,https://www.nytimes.com/2022/10/17/world/europe/russia-ukraine-iran-drones.html,2022-10-17,World,2022-10-17 09:39:08+00:00
Ukraine’s first lady tells the U.S. Congress that ‘Russia is destroying our people.’,https://www.nytimes.com/2022/07/20/world/europe/ukraine-first-lady-congress.html,2022-07-20,World,2022-07-20 15:06:08+00:00
What is known about the Iranian-made drones that Russia is using to attack Ukraine.,https://www.nytimes.com/2022/10/17/world/europe/russia-ukraine-iran-drones.html,2022-10-17,World,2022-10-17 09:39:08+00:00
The War in Ukraine Upended Energy Markets. What Does That Mean for the Climate?,https://www.nytimes.com/2023/01/14/business/energy-environment/davos-energy-climate-ukraine.html,2023-01-14,Business Day,2023-01-14 10:00:27+00:00
The U.S. Has Made a Coldly Logical Decision in Ukraine. So Has Russia.,https://www.nytimes.com/2023/01/25/opinion/russia-ukraine-escalation.html,2023-01-25,Opinion,2023-01-25 10:00:16+00:00
Your Thursday Briefing: Six Months of War in Ukraine,https://www.nytimes.com/2022/08/24/briefing/ukraine-russia-india-milk-korea-fertility.html,2022-08-24,Briefing,2022-08-24 21:16:59+00:00
Ukrainian Children With Cancer Fight Their Own War Within a War,https://www.nytimes.com/2023/07/20/world/europe/ukraine-children-cancer-war.html,2023-07-20,World,2023-07-20 04:01:37+00:00
Deadly Strike on Ukraine Barracks Punctuates Russian Military Gains,https://www.nytimes.com/2022/03/19/world/europe/mariupol-russia-ukraine-war.html,2022-03-19,World,2022-03-19 15:48:56+00:00
Twitter will stiffen moderation policies in response to the war in Ukraine.,https://www.nytimes.com/2022/04/05/business/twitter-policy-ukraine.html,2022-04-05,Business Day,2022-04-05 16:00:10+00:00
Zelensky Returns to Ukraine With Little Aid and a Raft of Needs,https://www.nytimes.com/2023/12/15/world/europe/ukraine-eu-membership.html,2023-12-15,World,2023-12-15 10:13:43+00:00
Russia Releases New Videos of Admiral Ukraine Claimed to Have Killed,https://www.nytimes.com/2023/09/27/world/europe/ukraine-russia-admiral.html,2023-09-27,World,2023-09-27 23:00:10+00:00
A top Ukrainian official says urgency is missing in the West’s response to the war.,https://www.nytimes.com/2022/06/14/world/europe/how-many-more-weapons-does-ukraine-need-to-win-this-many-a-top-ukrainian-official-says.html,2022-06-13,World,2022-06-13 20:50:36+00:00
"NATO Countries Pour Weapons Into Ukraine, Risking Conflict With Russia",https://www.nytimes.com/2022/03/02/world/europe/nato-weapons-ukraine-russia.html,2022-03-02,World,2022-03-02 14:58:55+00:00
A top Ukrainian official says urgency is missing in the West’s response to the war.,https://www.nytimes.com/2022/06/14/world/europe/how-many-more-weapons-does-ukraine-need-to-win-this-many-a-top-ukrainian-official-says.html,2022-06-13,World,2022-06-13 20:50:36+00:00
"As Ukraine Launches Counteroffensive, Definitions of ‘Success’ Vary",https://www.nytimes.com/2023/06/10/us/politics/ukraine-counteroffensive-russia.html,2023-06-10,U.S.,2023-06-10 07:00:17+00:00
"As the war grinds on in Ukraine, Ireland will examine its military neutrality.",https://www.nytimes.com/2023/04/07/world/europe/as-the-war-grinds-on-in-ukraine-ireland-will-examine-its-military-neutrality.html,2023-04-07,World,2023-04-07 05:53:48+00:00
"In Retreat on Ukrainian Fronts, Russia Shows Signs of Disarray",https://www.nytimes.com/2022/10/03/world/europe/russia-disarray-ukraine.html,2022-10-03,World,2022-10-03 23:08:49+00:00
"Shaming Apple and Texting Musk, a Ukraine Minister Uses Novel War Tactics",https://www.nytimes.com/2022/03/12/technology/ukraine-minister-war-digital.html,2022-03-12,Technology,2022-03-12 08:00:09+00:00
"Shaming Apple and Texting Musk, a Ukraine Minister Uses Novel War Tactics",https://www.nytimes.com/2022/03/12/technology/ukraine-minister-war-digital.html,2022-03-12,Technology,2022-03-12 08:00:09+00:00
Pentagon Aid Package to Ukraine Includes Decades-Old Anti-Tank Land Mines,https://www.nytimes.com/2023/04/21/us/politics/ukraine-weapons-land-mines.html,2023-04-21,U.S.,2023-04-21 16:23:38+00:00
Russian invasion forces penetrate Ukraine on multiple fronts and close in on Kyiv.,https://www.nytimes.com/2022/02/24/world/europe/russian-invasion-forces-penetrate-ukraine-on-multiple-fronts-and-close-in-on-kyiv.html,2022-02-25,World,2022-02-25 00:54:15+00:00
"In a Summer of Feints, Russia and Ukraine Try to Predict Enemy’s Next Move",https://www.nytimes.com/2022/08/08/world/europe/ukraine-russia-fighting-south-east.html,2022-08-08,World,2022-08-08 23:09:04+00:00
Defying China’s Censors to Urge Beijing to Denounce Russia’s War,https://www.nytimes.com/2022/03/18/world/asia/china-ukraine-russia-dissent.html,2022-03-18,World,2022-03-18 19:46:50+00:00
They Died by a Bridge in Ukraine. This Is Their Story.,https://www.nytimes.com/2022/03/09/world/europe/ukraine-family-perebyinis-kyiv.html,2022-03-09,World,2022-03-09 21:50:59+00:00
"U.S. Intelligence Is Helping Ukraine Kill Russian Generals, Officials Say",https://www.nytimes.com/2022/05/04/us/politics/russia-generals-killed-ukraine.html,2022-05-04,U.S.,2022-05-04 23:40:08+00:00
Will the Ukraine War End the Age of Populism?,https://www.nytimes.com/2022/03/16/opinion/ukraine-russia-populism.html,2022-03-16,Opinion,2022-03-16 09:00:21+00:00
Russian Rocket Barrage Kills Civilians as First Talks Show No Progress,https://www.nytimes.com/2022/02/28/world/europe/russia-ukraine-war-kharkiv.html,2022-02-28,World,2022-02-28 23:45:15+00:00
Biden’s Kyiv Visit Lifts Spirits of War-Weary Ukrainians,https://www.nytimes.com/2023/02/20/world/europe/kyiv-biden-visit.html,2023-02-20,World,2023-02-20 20:33:41+00:00
Why China and Russia Are Closer Than Ever,https://www.nytimes.com/2023/03/20/world/asia/china-russia-ties.html,2023-03-20,World,2023-03-20 08:58:32+00:00
Priests Once Aligned With Russia Come Under Suspicion in Ukraine,https://www.nytimes.com/2022/07/14/world/europe/ukraine-priests-russia.html,2022-07-14,World,2022-07-14 04:01:10+00:00
Russia Ramps Up Pressure on Civilians in Occupied Ukraine,https://www.nytimes.com/2023/05/02/world/europe/russia-ukraine-civilians.html,2023-05-02,World,2023-05-02 22:40:42+00:00
The War’s New Phase,https://www.nytimes.com/2022/08/15/briefing/russia-ukraine-war-south-detentions.html,2022-08-15,Briefing,2022-08-15 20:37:48+00:00
"A bridge to Crimea is a vital Russian link, and a potential Ukrainian target.",https://www.nytimes.com/2022/08/19/world/europe/kerch-strait-bridge-crimea.html,2022-08-19,World,2022-08-19 10:10:44+00:00
3 Foreign Fighters in Ukraine’s Army Sentenced to Death in Russian-Held Territory,https://www.nytimes.com/2022/06/09/world/europe/ukraine-army-death-sentence-russia.html,2022-06-09,World,2022-06-09 20:00:12+00:00
The War’s New Phase,https://www.nytimes.com/2022/08/15/briefing/russia-ukraine-war-south-detentions.html,2022-08-15,Briefing,2022-08-15 20:37:48+00:00
"Russia Deploys Iranian Attack Drones, Ukrainian Military Says",https://www.nytimes.com/2022/09/18/world/europe/iran-attack-drones-ukraine.html,2022-09-18,World,2022-09-18 14:57:59+00:00
A Russian spy agency blames Ukraine in the bombing death of Daria Dugina.,https://www.nytimes.com/2022/08/23/world/europe/russia-daria-dugina-ukraine-estonia.html,2022-08-22,World,2022-08-22 11:58:13+00:00
Can Ukraine Keep Winning?,https://www.nytimes.com/2022/04/20/briefing/russia-ukraine-war-next-phase-donbas.html,2022-04-20,Briefing,2022-04-20 10:30:55+00:00
Proceeds of Chelsea Sale Have Yet to Reach Any Ukraine War Victims,https://www.nytimes.com/2023/06/20/sports/soccer/chelsea-sale-ukraine.html,2023-06-20,Sports,2023-06-20 15:00:10+00:00
A leaked document outlines 4 ‘wild card’ scenarios in the Russia-Ukraine conflict.,https://www.nytimes.com/2023/04/11/world/europe/leaked-documents-russia-ukraine.html,2023-04-11,World,2023-04-11 23:28:49+00:00
"In Western Ukraine, Far From the Battlefield but Not the War",https://www.nytimes.com/2023/03/08/insider/in-western-ukraine-far-from-the-battlefield-but-not-the-war.html,2023-03-08,Times Insider,2023-03-08 08:00:06+00:00
